rep,seed,method,method_label,m,d,disc_star_mc,disc_R,nn_min,nn_mean,nn_median,phi_q1,phi_q10
0,20251326,random,Random,10,2,0.3553230057544553,2000,0.12692535722277234,0.238371887949953,0.22447669355346164,2.235976207027712,5.404213365305763
0,20251333,random,Random,100,2,0.16216099391781147,2000,0.006784972759301368,0.05250616140719626,0.05017832662053843,2.920516835375825,64.01717998610633
0,20251340,random,Random,1000,2,0.029418415384903196,10000,0.00046384870858844486,0.016132770260007583,0.015521100116599261,2.976157595714481,594.0773793992457
0,20251426,addrec,Additive Recurrence,10,2,0.15812790696353562,2000,0.15989245196477378,0.25831967237531556,0.3120100574971897,2.1224223342251807,4.582844379080147
0,20251433,addrec,Additive Recurrence,100,2,0.03425858268270107,2000,0.022264041779166757,0.024152056868369853,0.02226404177917176,3.0158403544259436,28.74318320391301
0,20251440,addrec,Additive Recurrence,1000,2,0.005992399202006948,10000,0.022264041779120804,0.022324445288125647,0.02226404177915676,2.8862366254913217,24.002906030318687
0,20251526,halton,Halton,10,2,0.18803508930305457,2000,0.20160163305373152,0.25659577661066646,0.23490436061812786,2.1982577245647166,3.662321142627377
0,20251533,halton,Halton,100,2,0.026911433128234186,2000,0.029219921048892147,0.07354236056426036,0.07284979674277077,2.6709733932562556,14.945880728767142
0,20251540,halton,Halton,1000,2,0.004453114384694368,10000,0.0037860909176414613,0.020309863360613585,0.021194576612808772,2.881094779451069,87.60849251630444
0,20251626,sobol,Sobol,10,2,0.1544276548524754,2000,0.13313480951760093,0.2459843421289643,0.28354562607891975,2.2569531936699714,5.358824350398186
0,20251633,sobol,Sobol,100,2,0.02986951438009844,2000,0.023076977385348894,0.06465645392696123,0.0663377186626426,2.7113623019366155,20.807380667229097
0,20251640,sobol,Sobol,1000,2,0.003567798220105972,10000,0.004614308073111758,0.02045174568378616,0.01839466030587608,2.8776379266344687,60.66071668608948
0,20251726,lhs,Uniform Projection (LHS),10,2,0.20626542083909571,2000,0.12746723720214062,0.22169257698254322,0.19020564108740673,2.3836360028610644,5.515740050825742
0,20251733,lhs,Uniform Projection (LHS),100,2,0.054285292967441834,2000,0.016100174361450906,0.057901518481810195,0.05158466937098069,2.803150841093782,27.96500626475677
0,20251740,lhs,Uniform Projection (LHS),1000,2,0.016275434722024307,10000,0.0011253968001273997,0.01582949265498591,0.015106214617518189,2.956185571087815,239.8920687781368
1,20261326,random,Random,10,2,0.27433735746107557,2000,0.160915563752091,0.21974821075019452,0.16568521425452074,2.3152365777951225,4.6982975671337375
1,20261333,random,Random,100,2,0.1530344634836145,2000,0.012060366237778735,0.05247692804119653,0.047103285877552144,3.033808748814209,37.48510379876898
1,20261340,random,Random,1000,2,0.03526532962557177,10000,7.865299249083072e-05,0.015815908866703126,0.015034140440535922,3.0001648166073123,3423.1915385448206
1,20261426,addrec,Additive Recurrence,10,2,0.20916003227604063,2000,0.15989245196477406,0.2388709974842516,0.1598924519647747,2.144503184395786,4.7716237866474
1,20261433,addrec,Additive Recurrence,100,2,0.03875126361921255,2000,0.022264041779168135,0.02573110124592224,0.022264041779172378,3.015853804816635,28.743232430853972
1,20261440,addrec,Additive Recurrence,1000,2,0.006046916059616714,10000,0.022264041779120804,0.022295493830857573,0.02226404177915676,2.8863596993630316,24.002913276232977
1,20261526,halton,Halton,10,2,0.2501324713202341,2000,0.16724436914989288,0.23828010262931681,0.25496610764841415,2.1168716206994027,4.159823168438739
1,20261533,halton,Halton,100,2,0.03027596776718902,2000,0.03360027217562192,0.06858453599156744,0.06808757793763824,2.6916539175276943,14.375144548467595
1,20261540,halton,Halton,1000,2,0.0042112391822896195,10000,0.0020733733012813873,0.021122303600103413,0.02123643339753955,2.8767843631912746,145.05630838487707
1,20261626,sobol,Sobol,10,2,0.2890091307764551,2000,0.19909809582847118,0.2760000966628174,0.27169725257985744,1.9993789649625417,3.5080258533812048
1,20261633,sobol,Sobol,100,2,0.02983007104693436,2000,0.027316037168264366,0.06694111074537999,0.0673645645696917,2.6982130403141866,16.794982713856275
1,20261640,sobol,Sobol,1000,2,0.0038957150021861064,10000,0.009805683599886672,0.021061596225563334,0.019099338130784273,2.8742306140723115,34.16728495102841
1,20261726,lhs,Uniform Projection (LHS),10,2,0.32179716933324,2000,0.11083276388995227,0.16134030403521948,0.14196226585075078,2.6180079259651476,6.410409085326275
1,20261733,lhs,Uniform Projection (LHS),100,2,0.043623406966246364,2000,0.023309432620523783,0.05732863153322472,0.0496462822223577,2.8067591172959507,20.63416572229718
1,20261740,lhs,Uniform Projection (LHS),1000,2,0.014098052625699298,10000,0.002150548606656988,0.016130411129514955,0.01530911242719422,2.9407305482014285,128.4139261285846
2,20271326,random,Random,10,2,0.3075032137362709,2000,0.08234368067243832,0.13915960418970358,0.14558419383245907,2.5469636226936467,8.632212104105525
2,20271333,random,Random,100,2,0.16242588318588674,2000,0.00321642185545822,0.047078527632115834,0.042304817341805245,3.2221455842549958,136.9966876285196
2,20271340,random,Random,1000,2,0.029424920097791685,10000,0.000993213979919271,0.01596647946973986,0.015187436946673773,2.94257068762464,280.27791723235913
2,20271426,addrec,Additive Recurrence,10,2,0.20296590621946264,2000,0.15989245196477375,0.2614808991512453,0.3120100574971904,2.1589730077499043,4.582672585023069
2,20271433,addrec,Additive Recurrence,100,2,0.04245625276808043,2000,0.022264041779167444,0.025311170693634467,0.022264041779170383,3.0132219025399265,28.743232430934704
2,20271440,addrec,Additive Recurrence,1000,2,0.006096326635790426,10000,0.022264041779120804,0.02228500981362461,0.02226404177915676,2.8857100160494493,24.005428306625628
2,20271526,halton,Halton,10,2,0.22914404899849117,2000,0.16724436914989294,0.2559068190651238,0.2788912316077261,2.150034944030271,4.386376030543337
2,20271533,halton,Halton,100,2,0.02957106321113684,2000,0.03360027217562192,0.06804577177054512,0.06844144531709587,2.6805009316866597,14.251758858868126
2,20271540,halton,Halton,1000,2,0.004826875142200593,10000,0.007344976560935937,0.020234098777483608,0.020968129443183728,2.877846656924021,44.9199139487248
2,20271626,sobol,Sobol,10,2,0.18786323018492923,2000,0.13726960417391956,0.24704856063936864,0.27539047152842344,2.282451203771836,5.040300962491434
2,20271633,sobol,Sobol,100,2,0.02669095128430632,2000,0.03875279535336077,0.07120904806235934,0.06796091035333889,2.670154357413287,11.742828537109832
2,20271640,sobol,Sobol,1000,2,0.003824359974865424,10000,0.003929280712144242,0.022996362962792206,0.0231752184244433,2.8677395963837795,68.68966997217791
2,20271726,lhs,Uniform Projection (LHS),10,2,0.18611428773860822,2000,0.2028055430230726,0.23461700916588663,0.21999298044693283,2.1917067049650303,3.789846926175512
2,20271733,lhs,Uniform Projection (LHS),100,2,0.05228345150942004,2000,0.00999979438598135,0.05312792191170266,0.05272694487153341,2.819139284354159,44.7323612265889
2,20271740,lhs,Uniform Projection (LHS),1000,2,0.016572703639217756,10000,0.0011435250312602891,0.0161707885394082,0.014935346433187465,2.9488470998224536,239.92958427591188
3,20281326,random,Random,10,2,0.31863407877715155,2000,0.037362649361093965,0.16485271685311786,0.14815924155248775,3.0691832379589337,18.29118784203694
3,20281333,random,Random,100,2,0.08281918715317538,2000,0.023029799239929268,0.05671313268691682,0.058474479481010394,2.8181419148568194,21.028656804859125
3,20281340,random,Random,1000,2,0.05105317511654217,10000,0.0002831111703079192,0.016192934875080518,0.015406214457553101,2.9819071033301623,951.0805026511921
3,20281426,addrec,Additive Recurrence,10,2,0.19641210582448893,2000,0.15989245196477375,0.22073949417774053,0.15989245196477422,2.2094166456607947,4.771880378488042
3,20281433,addrec,Additive Recurrence,100,2,0.05096846128422189,2000,0.022264041779159513,0.02320804932377077,0.02226404177917375,3.022596360562305,28.79325095902942
3,20281440,addrec,Additive Recurrence,1000,2,0.00719166053997472,10000,0.022264041779112734,0.02229222840328485,0.02226404177915676,2.8866164108934522,24.00551352044286
3,20281526,halton,Halton,10,2,0.22531036713488406,2000,0.16724436914989296,0.19664315699572227,0.16724436914989307,2.3662634224244905,4.705849474870232
3,20281533,halton,Halton,100,2,0.024411354864791235,2000,0.011347929656273013,0.06678389447375706,0.06808757793763831,2.723444789789108,42.00844367553829
3,20281540,halton,Halton,1000,2,0.004986226172365299,10000,0.0064755235548675716,0.01985276288347793,0.020258870286623862,2.881743247038765,51.74441634382455
3,20281626,sobol,Sobol,10,2,0.17960399047638398,2000,0.16875743400892704,0.24651217050181087,0.22763294495144007,2.0146908544820703,4.270504708965683
3,20281633,sobol,Sobol,100,2,0.03461355285858836,2000,0.047254979561577905,0.07111455246153288,0.06806237576283401,2.6732947325359864,10.41621079789577
3,20281640,sobol,Sobol,1000,2,0.0036141381229623515,10000,0.00343385397291668,0.02043495790296234,0.020775813530600706,2.8760770445891977,84.86446145596705
3,20281726,lhs,Uniform Projection (LHS),10,2,0.2272881414729485,2000,0.12405422999071963,0.2027322903674432,0.16703943433619978,2.349749228355511,5.744573702786425
3,20281733,lhs,Uniform Projection (LHS),100,2,0.04792254340288235,2000,0.015778201001556334,0.05548240765735829,0.04982205902142605,2.821819518350616,27.697425028685576
3,20281740,lhs,Uniform Projection (LHS),1000,2,0.017513778018905968,10000,0.0015023444454000253,0.016408934433687343,0.01508510166666541,2.946856099803472,191.61029515453748
4,20291326,random,Random,10,2,0.32351374530382215,2000,0.09943929062178182,0.23433078643924515,0.15525451078490682,2.459399968126136,7.338467179083441
4,20291333,random,Random,100,2,0.08658657474688308,2000,0.010361815753279829,0.05434142801737397,0.05315585988557442,2.9022419407960953,41.58029832727772
4,20291340,random,Random,1000,2,0.024388280469968715,10000,0.0002093507554528576,0.015520011476605462,0.014074315349526748,2.988389088441949,1286.0922279852414
4,20291426,addrec,Additive Recurrence,10,2,0.17785062845454974,2000,0.15989245196477375,0.2242484225513226,0.15989245196477422,2.1714143050965613,4.77168398850241
4,20291433,addrec,Additive Recurrence,100,2,0.03973182779668982,2000,0.022264041779164006,0.024152056868368087,0.02226404177917089,3.003946436067219,28.743183203376077
4,20291440,addrec,Additive Recurrence,1000,2,0.006311595119630642,10000,0.02226404177908485,0.022292228403284292,0.02226404177915676,2.8861316051739756,24.005504145831004
4,20291526,halton,Halton,10,2,0.19626936514229965,2000,0.16724436914989296,0.23966177883362477,0.25496610764841404,2.1017345885421608,4.1240780143186075
4,20291533,halton,Halton,100,2,0.024824524569859396,2000,0.029219921048892053,0.06225076781786038,0.06188345361880525,2.68251405422594,17.280855488472422
4,20291540,halton,Halton,1000,2,0.004115386884005784,10000,0.005573194513647294,0.02017313010671591,0.01990073286398211,2.878960820396041,50.681873947936765
4,20291626,sobol,Sobol,10,2,0.20737126066565223,2000,0.1332423630029855,0.2615331855353534,0.2715118573273397,2.346052289954023,5.142984105184216
4,20291633,sobol,Sobol,100,2,0.024666293714116883,2000,0.034946497655994564,0.0708778532125035,0.07252839532934395,2.68020669230553,13.659873629048171
4,20291640,sobol,Sobol,1000,2,0.005109623887296966,10000,0.007771379106694915,0.021756642336517265,0.021181949673457753,2.8688699078915305,36.5038159135571
4,20291726,lhs,Uniform Projection (LHS),10,2,0.1574536187638531,2000,0.19976199257600014,0.2738286928446398,0.28768674375439635,2.0350335511731785,3.469570258847153
4,20291733,lhs,Uniform Projection (LHS),100,2,0.053846707550498835,2000,0.019095388864513615,0.05326212724461323,0.051237582230363926,2.8189392121628716,23.830725563008084
4,20291740,lhs,Uniform Projection (LHS),1000,2,0.017618372280225614,10000,0.0016390688571613138,0.016045236942269996,0.014677622738676446,2.956256759645478,182.81597516186696
